,nombre,categoría,descripción,sección,url
24,MYS9,Tocadiscos y altavoces,Altavoces altos caja madera negra,Altavoces  Electrónica  Musica  Sonido  ,admin/img_prod/MYS9/MYS9-720x540.png
25,TP9,Tapices y estandartes,Repostero pintado Águila franquista,Palacio  ,admin/img_prod/TP9/TP9 (ESD002-720X540).png
26,ML9,Librería,Libería despacho jacobina puerta central cristal,Despacho  Jacobino  ,admin/img_prod/ML9/ML9-720x540.png
27,MED9,Atrezzo medicina,Aparato audífono con su caja,Hospital  Medicina  ,admin/img_prod/MED9/MED9-720x540.png
28,HOS9,Hospitales,Cama de hospital tubo blanco somier articulado,Medicina  Hospital  ,admin/img_prod/HOS9/HOS9 720x540.png
29,VAA9,Atrezzo vario,Juego de ganzúas con aro,,admin/img_prod/VAA9/VAA9-720x540.png
30,GRA9,Gramófonos y gramolas,Gramófono caja nogal marquetería con bocina,Musica  ,admin/img_prod/GRA9/GRA9-720x540.png
31,ARA9,Atrezzo Árabe,Farol árabe metal calado,Arabe  ,admin/img_prod/ARA9/ARA9-1-720x540.png
32,AST9,Atrezzo astronomia,Esfera armilar con pie de madera,Astronomía  ,admin/img_prod/AST9/AST9-1-720x540.png
33,SI9,Sillón,Sillón Luis XV dorado tapizado terciopelo rojo,Frances  Navidad  Salón  Sillería  ,admin/img_prod/SI9/SI9-1-720x540.png
34,RAD9,Radios,Radio antigua caja madera frontal baquelita,,admin/img_prod/RAD9/RAD9-720x540.png
35,JAM9,Jamuga,Jamuga de listones con respaldo,Medieval  ,admin/img_prod/JAM9/JAM9-1 (HAY 4)-720x540.png
36,MV9,Muebles varios,Mueble bar embero con patas tubo,Años setenta  Mueble bar  ,admin/img_prod/MV9/MV9-1-720x540.png
37,JAU9,Jaula,Jaula japonesa varilla blanca,,admin/img_prod/JAU9/JAU9-720x540.png
38,JUE9,Juego,Máquina de juego MASTHER,Bar y cafetería  ,admin/img_prod/JUE9/JUE9-1-720x540.png
39,SIL9,Silla,Silla Luis XIV dorada tapizada terciopelo rojo,Frances  Sillería  ,admin/img_prod/SIL9/SIL9-1-720x540.png
40,MEC9,Mecedora,Sillón basculante balaustres con cojines,,admin/img_prod/MEC9/MEC9-1-720x540.png
41,MOS9,Mostrador,Mesa con vitrina,Tienda  ,admin/img_prod/MOS9/MOS9-1-720x540.png
42,S9,Sofá,Sofá Luis XIV dorado tapizado rojo,Frances  Salón  Sillería  ,admin/img_prod/S9/S9-1-720x540.png
43,ILU9,Iluminación,Pantalla fluorescente gris punta plana de 1,,admin/img_prod/ILU9/ILU9-720X540.png
44,PV9,Pie de vela,Hachero de suelo alto 3 luces en aro,Hachero  Iglesia  Medieval  ,admin/img_prod/PV9/PV9-720x540.png
45,SEC9,Secreter,Secreter nogal liso 3 cajones,Inglesa  Salón  ,admin/img_prod/SEC9/SEC9-1-720x540.png
46,VI9,Vitrina,Vitrina modernista clara puerta cristal,Comedor  Modernista  Salón  ,admin/img_prod/VI9/VI9 (HAY 2) 720x540.png
47,PEL9,Peluquería,Sillones de peluquería pie niquelado giratorios tapizados skay corinto,Giratorio  ,admin/img_prod/PEL9/PEL9-1-720x540.png
0,SR9,Silla de ruedas,Silla de ruedas plegable antigua tapizada marrón,Hospital  ,admin/img_prod/SR9/SR9-720x540.png
1,PC9,Pizarra,Pizarra de corcho marco aluminio,Colegio  Despacho  ,admin/img_prod/PC9/PC9-720x540.png
2,CAM9,Cámara fotos y vídeo,Descatalogado,Descatalogado  ,admin/img_prod/CAM9/LOGOTIPO VAZQUEZ- 720x540.png
3,JUZ9,Juzgado,Barandilla juzgado nogal balaustres de 1´80 metros,Juzgados  ,admin/img_prod/JUZ9/JUZ9-720x540.png
4,QIN9,Quinqués,Quinqué pequeño cristal blanco con asa,,admin/img_prod/QIN9/QIN9-720x540.png
5,MOU9,Mobiliario urbano,Carcasa cajero automático gris,Calle  ,admin/img_prod/MOU9/MOU9-1-720x540.png
6,LOG9,Logicine,Silla giratoria de madera,Despacho  Estudio  ,admin/img_prod/LOG9/SIL442-1-720x540.png
7,CDM9,Centro de mesa,Centro de mesa cobrizado con tapa,Adorno  ,admin/img_prod/CDM9/CDM9-720x540.png
8,PAP9,Papelera,Papelera de alambre,,admin/img_prod/PAP9/PAP9-720x540.png
9,FIG9,Figuras,Figura de escayola grande tortuga,Adorno  ,admin/img_prod/FIG9/FIG9-720x540.png
10,PLA9,Playa,Hamaca de madera con ruedas pintada blanca,Hamaca  Jardín  ,admin/img_prod/PLA9/PLA9-1-720x540.png
11,REG9,Religión,Crucifijo de pared grande escayola,Cruces  Religioso  ,admin/img_prod/REG9/REG9-720x540.png
12,RU9,Rural,Piedra de afilar antigua,Oficios  Rústico  ,admin/img_prod/RU9/RU9-1-720x540.png
13,BUZ9,Buzones,Buzón americano de aluminio con pie,Americano  Calle  ,admin/img_prod/BUZ9/BUZ9-1-720x540.png
14,ALA10,Alacena,Alacena de cocina de colgar puertas con celosía,Cocina  ,admin/img_prod/ALA10/ALA10-720x540.png
15,ALF10,Alfombra,Alfombra dibujos marrones,Comedor  Salón  ,admin/img_prod/ALF10/ALF10-720x540.png
16,AFC10,Alfombra de cama,Alfombrín cama tonos marrones,Dormitorio  ,admin/img_prod/AFC10/AFC10-720x540.png
17,AP10,Aparador,Aparador inglés caoba y marquetería,Inglesa  Comedor  ,admin/img_prod/AP10/AP10-1-720x540.png
18,ARC10,Arcon,Arcón árabe skay rojo con tachuelas y patas,Arabe  Dormitorio  ,admin/img_prod/ARC10/ARC10-1-720x540.png
19,AR10,Armario,Armario nogal 2 puertas (1 espejo) y cajones,Dormitorio  ,admin/img_prod/AR10/AR10-1-720x540.png
20,ARM10,Armero,Porta-lanzas recortado,Medieval  ,admin/img_prod/ARM10/ARM10-1-720x540.png
21,ATD10,Ataud,Ataúd auténtico caoba con crucifijo,,admin/img_prod/ATD10/ATD10-1-720x540.png
22,ATR10,Atril,Atril gótico nogal tallado,Gótico  Religioso  ,admin/img_prod/ATR10/ATR10-1-720x540.png
23,BAC10,Banco,Banco tapizado terciopelo patas rectas,,admin/img_prod/BAC10/BAC10-720x540.png
24,BAN10,Banqueta,Banqueta inglesa caoba tela rameada,Inglesa  ,admin/img_prod/BAN10/BAN10-1-720x540.png
25,M10,Mesa,Mesa de jardín 3 patas tapa madera,Jardín  ,admin/img_prod/M10/M10-1-720x540.png
26,BA10,Baño,Bañera fibra pintada,Bañera  ,admin/img_prod/BA10/BA10-1-720x540.png
27,BAR10,Bargueño,,Descatalogado  ,admin/img_prod/BAR10/LOGOTIPO VAZQUEZ- 720x540.png
28,BRL10,Barril,Bidón de chapa cilíndrico gris sin tapa,Bidón  ,admin/img_prod/BRL10/BRL10-1-720x540.png
29,BAS10,Bascula,Báscula de farmacia digital,Farmacia  Hospital  ,admin/img_prod/BAS10/BAS10-720x540.png
30,BAU10,Baul,Baúl tapa recta pintada marrón,Almacenaje  Viaje  ,admin/img_prod/BAU10/BAU10-1-720x540.png
31,BEB10,Bebé,Cochecito de bebé azul y niquelado,Cochecito  ,admin/img_prod/BEB10/BEB10-1-720x540.png
32,ESC10,Escaleras,Escalera de 1 subida de madera,Almacenaje  ,admin/img_prod/ESC10/ESC10-720x540.png
33,BIO10,Biombo,Biombo 4 hojas tapizado tela barcos,Dormitorio  ,admin/img_prod/BIO10/BIO10-720x540.png
34,BRA10,Brasero,DESCATALOGADO,Descatalogado  ,admin/img_prod/BRA10/LOGOTIPO VAZQUEZ- 720x540.png
35,CAB10,Caballete,Caballete de pintor 3 pies pintado,Pintor  ,admin/img_prod/CAB10/CAB10-720x540.png
36,CAR10,Caja registradora,Caja registradora con cajón grande,Tienda  ,admin/img_prod/CAR10/CAR10-1-720x540.png
37,CAJ10,Caja,Caja de embalaje de madera con tapa,Almacenaje  Cajas  ,admin/img_prod/CAJ10/CAJ10-720x540.png
38,CA10,Cama,Cabecero para somier de 120 cerezo con mueble lateral,Cabecero  Dormitorio  ,admin/img_prod/CA10/CA10-1-720x540.png
39,REC10,Reclinatorio,Reclinatorio madera dorado recortado calado,Iglesia  Religioso  ,admin/img_prod/REC10/REC10-1-720x540.png
40,CARR10,Carretilla,Carro de madera con rueda de bicicleta,Mercado  Rústico  ,admin/img_prod/CARR10/CARR10-1-720x540.png
41,CSE10,Carro de servicio,Carro servicio metal y cristal con asa.,Cocina  Comedor  Salón  ,admin/img_prod/CSE10/CSE10-1-720x540.png
42,CH10,Chaiselongue,Chaiselonge tubo tapizada tela brillante.,Salón  ,admin/img_prod/CH10/CH10-1-720x540.png
43,CO10,Cocinas,Horno de hierro eléctrico con patas,Electrodomestico  ,admin/img_prod/CO10/CO10-1-720x540.png
44,COM10,Comoda,Cómoda dos tonos y marquetería 4 cajones,Dormitorio  ,admin/img_prod/COM10/COM10-1-720x540.png
45,CON10,Consola,Consola imperio nogal 4 patas con tapa mármol blanco,Recibidor  Imperio  ,admin/img_prod/CON10/CON10-1-720x540.png
46,CU10,Cuadro,Cuadro marco dorado liso fotografía Batalla (Autor Tintoreto),Batalla  ,admin/img_prod/CU10/CU10-720x540.png
47,ANU10,Carteles y anuncios,Cartel antiguo chapa anuncio americano,Tienda  ,admin/img_prod/ANU10/ANU10-720x540.png
0,ESP10,Espejo,Espejo  de baño forma con repisa,Atrezzo baño  ,admin/img_prod/ESP10/ESP10-720x540.png
1,ES10,Estanteria,Estantería madera tabla y listones,Rústico  ,admin/img_prod/ES10/ES10-1-720x540.png
2,EST10,Estufa,Radiador antiguo con rejilla y patas,Calefaccion  ,admin/img_prod/EST10/EST10-720x540.png
3,ESTAT10,Estatua,Estatua de escayola torso mujer griego,Griego  ,admin/img_prod/ESTAT10/ESTAT10-1-720x540.png
4,GN10,Galan de noche,Galán de noche nogal torneado,Dormitorio  ,admin/img_prod/GN10/GN10-1-720x540.png
5,AGU10,Aguamaniles,Jarra de aguamanil cobrizada,Dormitorio  ,admin/img_prod/AGU10/AGU10-720x450.png
6,F10,Fichero,Fichero madera con ruedas persiana y cajón,Americano  Despacho  ,admin/img_prod/F10/F10-1-720x540.png
7,MUS10,Instrumentos musicales,Funda de violonchelo de madera,Musica  ,admin/img_prod/MUS10/MUS10-720x540.png
8,ADO10,Adornos,Adorno pared tabla con pez,Salón  ,admin/img_prod/ADO10/ADO10-720x540.png
9,DPT10,Deporte,Putching de boxeo peana de hierro redonda,Boxeo  Gimnasio  ,admin/img_prod/DPT10/DPT10-720x540 (2).png
10,LAM10,Lámpara,Lámpara de mesa columna cilíndrica,Lámpara de mesa  Salón  ,admin/img_prod/LAM10/LAM10-720x540.png
11,FUM10,Artículos de fumador,Cenicero grande loza blanca y azul tipo cartuja,Cartuja  Cenicero  ,admin/img_prod/FUM10/FUM10-720x540.png
12,ASP10,Aspiradoras,Aspiradora azul recta,Electrodomestico  ,admin/img_prod/ASP10/ASP10-720x540.png
13,AZP10,Azulejos y platos de pared,Platos de colgar de pared metal grabados diferentes,Decoración  ,admin/img_prod/AZP10/AZP10-720x540.png
14,BAD10,Bandejas,Bandeja plateada grabada y caoba pequeña,,admin/img_prod/BAD10/BAD10-720x540.png
15,BYC10,Atrezzo de bar y cafetería,Botellas cristal transparente panzudas antiguas,Bar y cafetería  ,admin/img_prod/BYC10/BYC10(BAR10-720x540).png
16,COL10,Atrezzo colegio,Cartera de colegio dibujos cachemir,Colegio  ,admin/img_prod/COL10/COL10-720x540.png
17,DES10,Atrezzo despacho,Escribanía de loza dibujos rosas Talavera,Despacho  Escribanías y tinteros  ,admin/img_prod/DES10/DES10-720x540.png
18,CST10,Moda y costura,Costurero de madera de mano,Costurero  ,admin/img_prod/CST10/CST10-720x540.png
19,CEM10,Cementerio,Cruz de cementerio figurada piedra,Cruces  ,admin/img_prod/CEM10/CEM10-1-720x540.png
20,CHI10,Chimenea,Par de morillos de hierro remate metal.,,admin/img_prod/CHI10/CHI10-720x540.png
21,CRI10,Cristalería,Copas de cristal rayado de champan,,admin/img_prod/CRI10/CRI10-720x540.png
22,MC10,Macetero,Macetero bambú 3 pies tapa tela tápiz,Bambú  Jardín  ,admin/img_prod/MC10/MC10-1-720x540.png
23,ME10,Mesilla,Mesilla crema 2 cajones y patas torneadas,Dormitorio  ,admin/img_prod/ME10/ME10-1-720x540.png
24,VET10,Ventilador,Ventilador de mesa aspas rojas,,admin/img_prod/VET10/VET10-720x540.png
25,REL10,Reloj,Reloj de pared de madera esfera redonda con péndulo soporte forma,Salón  ,admin/img_prod/REL10/REL10-720x540.png
26,TEL10,Telefonía,Teléfono de transmisiones,,admin/img_prod/TEL10/TLF10-720x540.png
27,MYN10,Maletas y neceseres de viaje,Maleta antigua cuero cierres metal,Viaje  ,admin/img_prod/MYN10/MYN10-720x540.png
28,MYC10,Maletines y carteras,Maletines de ejecutivo skay,,admin/img_prod/MYC10/MYC10-720x540.png
29,LYR10,Libros y revistas,Libros antiguos encuadernación  tela,,admin/img_prod/LYR10/LYR10-720x540.png
30,TOC10,Objetos de tocador,Juego de tocador plateado grabado (espejo y cepillo de pelo),Tocador  ,admin/img_prod/TOC10/TOC10-720x540.png
31,VAJ10,Vajilla,Platos de loza dibujos frutas,Cocina  ,admin/img_prod/VAJ10/VAJ10-720x540.png
32,JUG10,Juguetes,Juguete antiguo Heladora eléctrica con su caja,Juguete  ,admin/img_prod/JUG10/JUG10-720x540.png
33,JAR10,Jarrones y jarras,Jarra madera y cuerda,Adorno  Decoración  Salón  ,admin/img_prod/JAR10/JAR10-720x540.png
34,TYV10,Televisores y vídeos,"Televisor 19"" caja madera Werner blanco y negro (funcionando)",Televisor  ,admin/img_prod/TYV10/TYV10-2-720x540.png
35,MYS10,Tocadiscos y altavoces,Altavoces medianos caja madera frontal tela clara,Altavoces  Electrónica  Musica  Sonido  ,admin/img_prod/MYS10/MYS10-720x540.png
36,TP10,Tapices y estandartes,Repostero fieltro rojo con escudo franquista con fleco,Palacio  ,admin/img_prod/TP10/TP10 (ESD42-720x540).png
37,ML10,Librería,Librería de despacho jacobina parte central vidriera,Despacho  Jacobino  ,admin/img_prod/ML10/ML10-1-720x540.png
38,MED10,Atrezzo medicina,Bandejas de acero de hospital,Hospital  Medicina  ,admin/img_prod/MED10/MED10-720x540.png
39,HOS10,Hospitales,Cama hospital tubo blanco,Hospital  Medicina  ,admin/img_prod/HOS10/HOS10-720x540.png
40,VAA10,Atrezzo vario,Linterna antigua chapa negra con asa,,admin/img_prod/VAA10/VAA10-720x540.png
41,GRA10,Gramófonos y gramolas,Gramófono caja nogal incrustraciones metal con bocina,Musica  ,admin/img_prod/GRA10/GRA10-720x540.png
42,AST10,Atrezzo astronomia,Prismáticos antiguos,Optica  ,admin/img_prod/AST10/AST10-720x540.png
43,SI10,Sillón,Sillón Luis XV nogal tapizado cuero repujado,Despacho  Frances  Salón  ,admin/img_prod/SI10/SI10-1-720x540.png
44,RAD10,Radios,Radio antigua caja nogal 4 mandos Iberia,,admin/img_prod/RAD10/RAD10-720x540.png
45,JAM10,Jamuga,Jamuga galápago nogal,Medieval  ,admin/img_prod/JAM10/JAM10 (HAY 5) 720x540.png
46,MV10,Muebles varios,Mueble bar inglés caoba interior con espejo,Inglesa  Mueble bar  ,admin/img_prod/MV10/MV10-5-720x540.png
47,JAU10,Jaula,Jaula árabe de bola de alambre y madera,,admin/img_prod/JAU10/JAU10-720x540.png
0,JUE10,Juego,Máquina tragaperras (se enciende),Bar y cafetería  Casino  ,admin/img_prod/JUE10/JUE10-1-720x540.png
1,SIL10,Silla,Silla isabelina negra tapizada damasco rojo,Comedor  Isabelino  Salón  ,admin/img_prod/SIL10/SIL10-1-720x540.png
2,MEC10,Mecedora,Sillón basculante caoba con cojines,,admin/img_prod/MEC10/MEC10-1-720x540.png
3,MOS10,Mostrador,Mostrador con tablas de pino y tachuelas,Bar y cafetería  Tienda  ,admin/img_prod/MOS10/MOS10-1-720x540.png
4,LOG10,Logicine,Banqueta giratoria hierro y madera,Despacho  ,admin/img_prod/LOG10/LOG10-1-720x540.png
5,S10,Sofá,Sofá Luis XV dorado tapizado morado,Frances  Salón  ,admin/img_prod/S10/S10-720x540.png
6,ILU10,Iluminación,Pantalla fluorescente gris punta redonda de 1,,admin/img_prod/ILU10/ILU10-720x540.png
7,PV10,Pie de vela,Hachero de suelo 1 luz aro calado,Candelero  Hachero  Iglesia  Medieval  ,admin/img_prod/PV10/PV10-1-720x540.png
8,SEC10,Secreter,Secreter alto oscuro,Salón  ,admin/img_prod/SEC10/SEC10-1-720x540.png
9,VI10,Vitrina,Vitrina hornacina nogal interior forrado,Iglesia  ,admin/img_prod/VI10/VI10-1-720x540.png
10,PEL10,Peluquería,Sillones de barbería antiguos de madera con reposapiés,Americano  ,admin/img_prod/PEL10/PEL10-1-720x540.png
11,PER10,Perchero,Perchero de pared niquelado con espejo y cuadro perro,Italiano  Recibidor  ,admin/img_prod/PER10/PER10-720x540.png
12,SR10,Silla de ruedas,Descatalogado,Descatalogado  ,admin/img_prod/SR10/LOGOTIPO VAZQUEZ- 720x540.png
13,PC10,Pizarra,Pizarra de colegio marco chapa azul,Colegio  ,admin/img_prod/PC10/PC10-720x540.png
14,CAM10,Cámara fotos y vídeo,Proyector 8mm EUMIK MARK 216,Proyectores de super ocho  ,admin/img_prod/CAM10/CAM10-720x540.png
15,JUZ10,Juzgado,Barandilla de juzgado nogal de 3´30 metros,Juzgados  ,admin/img_prod/JUZ10/JUZ10-720x540.png
16,QIN10,Quinqués,Quinqué escayola pintada,,admin/img_prod/QIN10/QIN10-720x540.png
17,ARA10,Atrezzo Árabe,Bandeja árabe metal con pie,Arabe  ,admin/img_prod/ARA10/ARA10-1-720x540.png
18,MOU10,Mobiliario urbano,Carcasa cajero automático gris,Calle  ,admin/img_prod/MOU10/MOU10-1-720x540.png
19,CDM10,Centro de mesa,Centro de mesa de cristal,Adorno  ,admin/img_prod/CDM10/CDM10-720x540.png
20,PAP10,Papelera,Papelera de chapa redonda,,admin/img_prod/PAP10/PAP10-720x540.png
21,FIG10,Figuras,Figura de escayola grande Venus Milo,Adorno  ,admin/img_prod/FIG10/FIG10-720x540.png
22,PLA10,Playa,Hamaca de madera plegable pintada blanca,Hamaca  Jardín  ,admin/img_prod/PLA10/PLA10-2-720x540.png
23,REG10,Religión,Crucifijo madera talla cartón gótico,Cruces  Religioso  Gótico  ,admin/img_prod/REG10/REG10-720x540.png
24,RU10,Rural,Aguadera de esparto de burro,,admin/img_prod/RU10/RU10-720x540.png
25,ALF11,Alfombra,Alfombra persa marrón,Arabe  Comedor  Salón  ,admin/img_prod/ALF11/ALF11-720x540.png
26,AFC11,Alfombra de cama,Alfombrín de cama persa azul con fleco,Arabe  Dormitorio  ,admin/img_prod/AFC11/AFC11-720x540.png
27,AP11,Aparador,Aparador 1900 claro 2 cuerpos,Comedor  Estilo mil novecientos  ,admin/img_prod/AP11/AP11-1-720x540.png
28,ARC11,Arcon,Arcón tapa piramidal tapizado damasco verde,Palacio  ,admin/img_prod/ARC11/ARC11-1-720x540.png
29,AR11,Armario,Armario nogal 2 puertas molduras negras,Dormitorio  ,admin/img_prod/AR11/AR11-1-720x540.png
30,ARM11,Armero,Porta-lanzas rústico,Rústico  ,admin/img_prod/ARM11/ARM11-1-720x540.png
31,ATD11,Ataud,Ataúd de niño auténtico con cruz cobre,,admin/img_prod/ATD11/ATD11-720x540.png
32,ATR11,Atril,Atril tapizado,,admin/img_prod/ATR11/ATR11-1-720x540.png
33,BAC11,Banco,Banco árabe con celosía respaldo,Arabe  ,admin/img_prod/BAC11/BAC11-1-720x540.png
34,BAN11,Banqueta,Banqueta imperio caoba tapizada,Imperio  ,admin/img_prod/BAN11/BAN11-1-720x540.png
35,M11,Mesa,Mesa estilo español patas torneadas con hierros,Auxiliar  Español  ,admin/img_prod/M11/M11-1-720x540.png
36,BA11,Baño,Bañera acrílica patas garra doradas,Bañera  ,admin/img_prod/BA11/BA011-1-removebg-preview.png
37,BRL11,Barril,Bidón de chapa pequeño con asas y pitorros,Bidón  ,admin/img_prod/BRL11/BRL11-720x540.png
38,BAS11,Bascula,Báscula de farmacia figurada,Farmacia  Hospital  ,admin/img_prod/BAS11/BAS11-1-720x540.png
39,BAU11,Baul,Baúl chapa tapa recta con patas,Almacenaje  Viaje  ,admin/img_prod/BAU11/BAU11-1-720x540.png
40,BEB11,Bebé,,Descatalogado  ,admin/img_prod/BEB11/LOGOTIPO VAZQUEZ- 720x540.png
41,ESC11,Escaleras,Escalera de troncos,Rústico  ,admin/img_prod/ESC11/ESC11-720x540.png
42,BIO11,Biombo,Biombo 3 hojas forrado terciopelo marrón,Dormitorio  ,admin/img_prod/BIO11/BIO11-720x540.png
43,CAB11,Caballete,Caballete de pintor plegable de pino,Pintor  ,admin/img_prod/CAB11/CAB11-720x540.png
44,CAR11,Caja registradora,Caja registradora con cajón Gold (funciona),Tienda  ,admin/img_prod/CAR11/CAR11-1-720x540.png
45,CAJ11,Caja,Caja de embalaje madera asas cuerda.,Almacenaje  Cajas  ,admin/img_prod/CAJ11/CAJ11-720x520.png
46,CA11,Cama,Cama Luis XV caoba y pinturas,Dormitorio  Frances  ,admin/img_prod/CA11/CA11-720x540.png
47,REC11,Reclinatorio,Reclinatorio recto tapizado damasco rojo,Iglesia  Religioso  ,admin/img_prod/REC11/REC11-1-720x540.png
0,ALA11,Alacena,,Descatalogado  ,admin/img_prod/ALA11/LOGOTIPO VAZQUEZ- 720x540.png
1,CSE11,Carro de servicio,Carro de servicio niquelado y cristal con asa y ruedas grandes,Cocina  Comedor  Salón  ,admin/img_prod/CSE11/CSE11-1-720x540.png
2,CARR11,Carretilla,Carro de supermercado varilla hierro,Mercado  Tienda  ,admin/img_prod/CARR11/CARR11-720x540.png
3,CH11,Chaiselongue,Descatalogado.,Descatalogado  ,admin/img_prod/CH11/LOGOTIPO VAZQUEZ- 720x540.png
4,CO11,Cocinas,Horno eléctrico de empotrar con mandos,Electrodomestico  ,admin/img_prod/CO11/CO11-720x540.png
5,COM11,Comoda,Cómoda 4 cajones con marquetería,Dormitorio  ,admin/img_prod/COM11/COM11-1-720x540.png
6,CON11,Consola,Consola Luis XV caoba y oro tallada,Frances  Recibidor  ,admin/img_prod/CON11/CON11-1-720x540.png
7,CU11,Cuadro,Cuadro sin marco fotografía (Rubens),Retratos  ,admin/img_prod/CU11/CU11-720x540.png
8,ANU11,Carteles y anuncios,"Cartel antiguo chapa cerveza ""La Zaragozana""",Bar y cafetería  ,admin/img_prod/ANU11/ANU11-720x540.png
9,ESP11,Espejo,Espejo marco madera pintura mujer,Bar y cafetería  ,admin/img_prod/ESP11/ESP11-720x540.png
10,ES11,Estanteria,Estantería rústica tabla y listones,Rústico  ,admin/img_prod/ES11/ES11-1-720x540.png
11,EST11,Estufa,Estufa de petroleo negra,Calefaccion  ,admin/img_prod/EST11/EST11-720x540.png
12,ESTAT11,Estatua,Estatua de fibra Adonis griego,Griego  ,admin/img_prod/ESTAT11/ESTAT11-1-720x540.png
13,GN11,Galan de noche,Galán de noche metacrilato con ruedas,Dormitorio  ,admin/img_prod/GN11/GN11-1-720x540.png
14,AGU11,Aguamaniles,Jarra de aguamanil loza blanca lisa grande,Dormitorio  ,admin/img_prod/AGU11/AGU11-720x450.png
15,F11,Fichero,Fichero madera claro persiana doble,Americano  Despacho  ,admin/img_prod/F11/F11-1-720x540.png
16,MUS11,Instrumentos musicales,Equipo de amplificadores con mesa de sonido,Musica  ,admin/img_prod/MUS11/MUS11-720x540.png
17,ADO11,Adornos,Adorno mesa plateado forma pera,Salón  ,admin/img_prod/ADO11/ADO11-720x540.png
18,DPT11,Deporte,Banco de gimnasia de abdominales,Gimnasio  ,admin/img_prod/DPT11/GIM12-1-720x540.png
